Age,Gender,Weight (kg),Height (cm),Waist (cm),Hip (cm),Neck (cm),Body Fat Percentage
45,Female,100.3,173.4,63.5,95.1,44.7,12.290935314026228
22,Female,61.1,180.8,82.6,128.4,36.7,40.056741394561186
53,Female,69.6,177.3,112.5,121.3,34.0,51.2890788481929
48,Male,114.4,174.1,64.6,103.3,32.7,3.354946347582654
50,Female,85.6,184.0,105.8,130.2,33.7,50.44284638379804
41,Female,109.8,188.2,109.5,118.1,37.3,44.71000971543987
27,Female,103.7,182.1,85.7,95.6,42.8,23.355615963332525
55,Male,76.3,169.6,71.7,124.4,33.1,10.762233365092584
61,Female,65.3,170.7,81.3,100.0,35.5,29.78509141828971
22,Male,57.0,154.9,83.9,128.9,42.0,16.354379081579907
48,Male,117.2,170.7,115.9,126.9,40.0,35.90374132441423
26,Male,72.7,189.3,77.1,98.5,30.4,14.395928619158383
49,Female,97.1,153.3,118.4,86.2,33.8,46.322817697143876
58,Male,101.1,158.8,66.5,129.2,31.9,8.777708132356793
22,Male,63.8,192.1,118.4,101.9,30.6,37.88587228961086
44,Male,98.6,178.4,73.4,99.5,44.2,-0.33704341848635977
45,Female,50.7,183.6,70.1,81.1,39.3,8.7864367234896
60,Female,79.3,166.1,67.2,123.6,38.1,34.31567072713699
29,Male,74.5,174.4,79.0,96.4,42.9,7.6012665838486555
22,Female,115.3,188.1,97.0,106.2,38.9,33.93333926953437
25,Female,119.0,193.8,100.0,134.0,38.7,45.26854920320039
34,Female,70.2,198.7,82.2,87.5,33.0,18.71124353139527
25,Male,92.7,192.6,73.8,82.3,39.3,3.235804383785762
51,Female,102.2,153.4,119.7,113.6,40.0,55.83250099343138
40,Female,63.4,167.2,76.2,122.0,43.2,35.093655676589776
35,Male,98.1,187.4,82.7,111.7,36.4,14.380434447670552
27,Male,68.0,170.9,88.9,100.4,33.1,24.00753034481488
56,Female,61.8,171.8,104.4,101.7,38.5,39.54391446420669
58,Female,109.5,189.7,69.1,89.0,44.6,8.370627404543427
61,Male,85.2,191.7,76.0,98.7,31.1,12.615508388614558
61,Female,70.8,189.6,119.8,125.5,30.1,53.7633849991642
22,Male,78.3,167.7,109.5,109.9,30.5,38.06291293038936
60,Male,78.9,161.4,86.6,133.4,42.5,17.005795293130404
34,Female,103.9,167.9,66.5,90.1,30.0,20.71563471399645
64,Male,112.1,185.1,112.0,106.5,33.3,34.74510276202426
28,Female,83.3,168.2,107.0,122.1,44.7,47.69221986495671
64,Female,72.6,152.8,94.8,96.3,41.2,36.79092446628334
36,Male,100.9,190.0,84.3,96.0,33.3,17.487873905431172
38,Female,113.4,153.2,116.1,86.3,33.3,45.59828688280578
61,Female,58.0,199.8,77.7,133.6,36.9,35.48894537385951
20,Male,105.8,193.1,79.3,90.4,31.1,14.956542523033477
57,Female,89.0,197.8,112.5,138.2,39.8,50.133245846568855
60,Male,110.7,191.7,97.6,106.9,37.4,23.363296878291862
18,Male,86.0,155.1,117.1,138.9,36.3,41.508278898859714
41,Female,110.4,170.9,98.7,82.4,37.4,28.70959448187392
53,Female,88.8,195.4,62.0,114.0,34.1,21.965978898643527
23,Female,60.1,154.5,70.6,121.5,33.2,40.55469833541537
27,Female,50.3,165.3,76.9,111.0,31.0,36.49966120039102
64,Male,93.4,173.4,112.0,114.2,39.4,33.65512011861608
57,Female,91.4,172.5,109.9,112.3,37.4,46.646863875558154
63,Female,64.7,197.2,107.4,89.0,40.7,27.99498367769189
51,Female,109.5,169.8,93.2,111.9,43.4,37.459310005128714
41,Male,110.7,161.9,68.3,112.5,44.9,-5.118516698761766
40,Male,106.3,172.2,67.9,101.3,33.4,6.3761833186789545
37,Male,115.6,169.8,67.6,116.4,32.5,7.375838137746712
55,Female,85.5,181.2,111.3,104.7,43.7,39.104499576514286
52,Male,99.2,199.7,68.5,125.3,36.0,0.1946293976201332
51,Male,113.3,177.6,108.5,82.3,42.1,29.437971024718138
63,Female,81.9,173.1,110.7,80.6,32.0,35.489245370785284
64,Female,93.3,179.7,66.3,111.4,34.4,26.29462019505263
53,Male,85.9,199.0,114.1,139.4,30.2,34.95433476202237
33,Male,118.8,181.2,113.9,106.7,44.8,30.347618772819374
40,Female,80.6,156.1,98.3,80.7,30.1,35.32648151233445
61,Female,72.2,195.6,90.8,99.0,32.6,29.03089749997082
18,Male,94.1,179.5,98.8,108.0,38.4,25.49528558736114
26,Male,69.6,157.9,84.3,134.1,42.8,15.441265050634627
29,Male,110.0,161.5,95.3,87.3,41.9,24.077944681426004
54,Male,112.5,156.0,118.2,135.5,33.8,43.08633716259652
34,Male,74.2,198.0,66.8,136.4,43.2,-10.18067738686301
20,Female,75.1,153.5,74.0,118.5,31.0,42.061780666324296
55,Female,56.1,188.2,91.4,93.5,35.0,27.401393800403696
46,Male,67.9,166.9,75.5,112.2,33.9,13.905170890043678
48,Female,54.8,154.1,119.6,129.0,39.8,61.735849695796276
52,Female,103.0,171.7,103.2,101.5,30.6,42.387865931068575
55,Female,62.6,150.0,86.0,134.3,42.8,50.30484472204762
43,Female,55.5,190.9,114.2,85.2,44.4,29.119858540060648
30,Female,61.5,177.1,68.7,98.4,33.5,22.089942724401055
36,Male,76.4,172.6,77.3,139.6,43.5,5.597392609568885
49,Male,79.6,191.5,117.4,115.0,43.6,31.16043334805306
64,Female,112.9,176.0,93.4,115.4,39.4,39.20804534158708
44,Male,69.6,179.8,115.2,94.4,37.6,35.11749040208548
56,Female,100.2,190.7,119.1,131.5,41.6,51.21329199117184
30,Female,112.6,186.0,81.6,105.7,37.8,27.734227541554503
51,Male,110.0,183.0,94.6,127.6,41.2,20.29922853218153
36,Female,63.9,185.2,110.8,128.6,31.4,52.270991740794614
36,Male,69.6,163.1,76.4,90.5,34.3,15.010283030677215
20,Female,53.8,155.9,86.8,110.1,35.9,41.10472342026901
20,Female,83.8,181.1,69.2,103.0,33.1,23.892927965405306
43,Female,78.4,161.2,99.2,89.3,33.5,36.76684234744971
23,Male,88.2,152.4,60.3,87.4,41.4,-10.504555661356505
30,Male,82.1,162.7,87.0,82.7,32.6,24.550727400032827
63,Female,101.5,186.0,115.7,122.1,31.7,51.35086182672768
55,Male,96.9,185.4,113.8,126.9,34.2,35.141034767226245
44,Female,80.0,195.2,108.2,108.3,32.4,40.523185883276994
58,Male,52.6,183.8,68.5,113.8,33.0,5.532576212693073
41,Female,74.1,172.0,91.2,95.7,41.7,29.155760133474757
27,Female,72.7,163.0,103.1,122.9,36.6,51.261064362637626
33,Female,56.3,187.9,66.1,115.0,36.5,24.964793269113443
40,Male,71.3,170.6,68.8,132.9,37.9,2.825922218256153
64,Female,119.1,190.8,62.4,124.8,31.3,29.551736803716892
29,Male,107.5,192.6,79.4,81.1,44.8,3.33534154067047
45,Male,106.1,167.6,112.6,128.6,42.7,33.25078134112914
30,Male,109.0,167.2,90.4,81.6,34.4,24.81032045386371
35,Male,110.6,195.7,111.2,128.8,30.9,33.764240062641534
19,Male,72.8,169.9,65.0,139.2,39.3,-3.2997933907130346
63,Female,72.6,185.3,63.4,108.9,38.9,20.040420713805588
34,Female,73.6,168.9,108.2,93.6,34.6,40.15990255390358
40,Male,107.3,186.6,89.9,80.6,35.1,20.673281634653335
40,Male,105.8,158.7,88.3,89.0,37.9,22.441622888480367
18,Female,51.2,191.8,88.5,110.2,43.2,29.137559671429813
60,Female,116.4,199.2,82.9,128.4,31.6,37.80442909942144
31,Male,70.0,188.3,113.2,132.3,37.6,32.62771189927332
29,Male,93.8,168.0,91.3,121.0,36.6,23.78034471169252
31,Male,94.8,177.8,118.4,85.2,37.0,37.36799528556571
61,Male,57.9,183.5,110.8,139.5,43.6,28.880705664720722
55,Female,98.7,159.6,104.3,124.8,38.2,52.902120708631344
58,Female,87.4,164.1,98.2,105.6,40.4,39.80694526386765
61,Male,92.8,190.1,110.1,128.8,43.7,27.32721224288065
33,Male,81.3,197.3,112.9,115.3,34.5,32.57082522730201
51,Male,106.3,163.6,68.0,116.2,35.4,5.849029908654245
35,Male,94.5,157.4,81.6,138.3,33.4,21.027450158887632
27,Female,63.5,199.1,108.3,128.1,39.8,44.48633975369978
36,Male,102.7,166.0,73.3,95.7,33.8,12.203397406787417
47,Female,85.2,188.9,95.2,90.5,33.5,28.304846917317434
21,Male,52.6,169.0,106.8,90.3,44.8,28.349788801411933
24,Female,77.6,197.5,73.4,107.3,40.5,20.683253730449792
33,Male,78.1,180.0,84.1,103.3,42.2,11.966982012989433
54,Male,106.1,170.8,114.9,107.2,44.5,32.930651045313084
22,Female,66.4,158.9,81.4,83.8,44.6,19.780505508082626
56,Female,81.7,162.8,96.3,92.1,35.0,35.56102690501507
50,Female,53.8,192.8,86.0,127.9,37.8,37.8322569538426
52,Male,111.7,152.8,112.6,125.5,43.9,35.51218453920103
51,Female,81.1,157.8,85.4,103.6,30.4,39.43148322701251
50,Male,110.0,159.6,81.6,103.4,43.7,11.864130256122905
56,Male,97.4,153.5,70.4,133.0,42.9,1.7645870633155596
27,Female,72.4,184.3,81.0,90.9,37.0,21.033030986952042
20,Female,99.9,199.1,100.2,101.4,37.8,31.1494810116007
46,Female,82.8,157.0,70.5,125.8,30.7,42.86886243639907
52,Male,73.9,189.9,102.3,114.5,38.3,25.959769670164917
48,Male,96.8,158.8,60.6,83.6,31.8,2.403848633140626
56,Male,104.2,198.7,82.0,80.7,34.0,13.970109855446822
32,Female,98.2,175.4,88.0,81.1,42.1,19.05867050225652
18,Female,82.4,192.4,65.8,119.4,37.6,25.35257004891497
36,Male,68.2,158.5,101.0,117.3,41.3,28.892961871315833
54,Female,106.7,194.3,66.2,82.7,44.0,2.3893407573114587
44,Male,74.3,154.1,65.4,87.9,32.6,7.755407520407232
38,Female,92.9,151.1,82.1,123.4,33.9,47.368960051587294
24,Female,58.1,185.4,104.3,98.6,38.8,34.502932634588376
60,Female,101.8,155.3,117.8,139.5,44.2,62.98444411282617
50,Male,116.7,193.3,106.6,98.7,41.7,25.944114078854795
19,Female,81.5,181.1,88.0,100.1,39.6,28.44630810467703
31,Male,88.4,166.5,76.4,105.2,40.2,9.018907567873498
59,Male,113.0,163.9,78.1,129.7,36.5,14.435112642070465
20,Male,105.7,154.1,77.0,113.4,36.1,15.628910414520078
31,Male,117.4,184.3,76.7,131.4,44.8,1.773643939001829
22,Female,68.6,195.9,64.1,105.6,42.8,14.33795217003609
34,Male,82.9,187.8,73.2,116.5,41.4,1.1465814940881387
56,Female,81.9,181.0,66.5,80.3,40.8,5.885523566306119
18,Male,83.1,155.9,60.4,114.5,38.5,-6.296464477729046
60,Female,113.9,191.4,77.1,84.8,34.9,15.363899099031926
45,Male,64.4,198.3,81.1,91.6,36.5,11.396240627432178
55,Female,112.6,163.1,115.6,139.9,30.9,64.73769097216041
31,Male,90.0,171.0,119.7,118.2,31.3,41.946400033623036
34,Male,87.6,150.7,94.8,132.2,35.8,30.01222034693768
32,Female,79.2,191.6,114.1,83.4,31.7,33.74989361175983
63,Female,87.8,151.0,97.1,103.1,36.0,44.07376635714098
24,Female,106.2,174.3,89.9,131.7,33.2,47.61376363874035
59,Female,84.5,178.8,62.6,104.6,35.3,20.804091293843612
24,Male,104.3,152.8,62.7,95.2,35.7,1.2648377659727998
64,Female,79.2,158.8,61.8,108.9,41.9,24.309204185665806
41,Male,62.8,189.5,69.0,108.3,40.3,-2.565488095642195
43,Female,79.0,162.6,64.6,139.4,42.2,39.50927266902869
31,Female,100.6,186.2,71.7,101.3,35.5,21.894159251584085
64,Male,109.6,187.5,91.2,137.4,42.4,16.270629257153644
36,Female,104.0,170.4,90.2,134.7,44.2,45.535600762720435
43,Female,76.2,153.2,80.7,107.0,34.2,38.40323043119906
33,Female,90.5,150.5,100.0,136.7,40.8,57.83719363901622
51,Female,75.2,174.6,83.5,123.7,30.9,42.53554054825838
19,Female,99.3,153.6,73.2,133.1,37.8,45.206289148603446
18,Female,80.6,186.3,101.5,133.5,32.3,49.99194218058187
53,Female,103.5,169.0,118.8,85.1,42.5,37.54139192205491
52,Female,50.9,184.2,108.6,133.8,36.2,51.862770413439534
60,Female,73.8,170.4,84.8,109.4,39.1,34.276649662592604
41,Female,111.5,181.4,82.5,118.2,38.7,34.567170077551
22,Male,72.6,191.7,62.3,98.0,31.6,-0.6130805483386439
46,Female,77.6,194.2,99.4,118.7,31.5,41.7626436097886
58,Female,105.4,150.8,73.4,81.6,38.6,19.61696127310006
18,Female,56.6,182.3,101.0,102.3,34.7,37.23607350985168
26,Female,71.8,178.2,105.6,117.7,31.7,47.832227704536365
53,Male,104.2,181.9,112.8,91.8,34.7,34.999929891817374
33,Female,117.0,152.9,92.9,120.4,32.9,50.62146937191028
32,Female,104.8,153.5,109.8,129.7,30.6,61.97255557266561
27,Male,62.1,174.8,103.4,82.2,35.7,30.682486239715786
54,Female,108.5,152.9,81.2,116.2,40.2,40.245692102163844
33,Female,83.3,188.8,66.4,114.8,31.7,27.073929585885367
55,Male,104.8,188.6,74.5,126.9,38.8,5.00287751534529
53,Male,66.8,155.9,110.7,121.9,32.3,40.12442829478499
32,Female,73.9,172.8,92.1,107.3,31.0,39.62471289515287
20,Female,113.1,179.7,99.9,101.3,31.4,38.417240656625324
36,Female,113.8,193.0,108.4,139.1,33.1,52.60121872900112
58,Female,70.0,199.4,100.0,110.1,37.0,35.03935149351986
54,Female,55.8,150.9,111.4,104.5,36.7,50.74763817269633
20,Male,115.0,173.8,65.2,139.6,37.1,-0.9195486162361135
25,Female,71.0,190.2,114.2,90.8,35.6,35.63374005621688
41,Male,58.4,189.8,108.8,91.2,43.2,26.914121001614035
31,Male,74.4,177.1,114.2,138.6,43.3,32.06293555392182
52,Female,69.7,159.1,103.9,119.5,39.9,50.00205038552269
33,Female,55.6,178.0,76.5,111.2,34.9,31.23556486164057
24,Female,118.9,169.6,66.8,84.1,32.8,15.60944742092039
58,Male,70.6,170.5,67.8,101.4,40.5,-1.3697792066280954
52,Male,69.1,166.4,89.9,106.0,44.9,16.841032998495848
25,Male,79.4,157.2,83.5,110.7,42.3,15.308758429308057
29,Female,79.0,186.9,99.3,106.2,34.9,36.94892426708924
63,Female,80.4,185.4,90.2,106.3,32.9,34.28303713016271
33,Male,113.5,177.1,67.5,139.7,42.3,-5.071969082347493
21,Female,54.2,167.7,60.1,138.4,36.0,38.39461191184523
52,Male,115.9,191.1,67.7,85.2,38.8,-2.5610471443725373
62,Female,96.6,158.0,68.8,90.1,30.6,24.260785738266236
58,Female,98.8,171.7,103.2,136.5,42.1,51.999390215991696
62,Female,61.0,182.7,77.1,99.1,33.0,25.518974344815206
49,Male,73.0,191.1,65.6,116.7,41.5,-8.56553834384954
29,Male,53.7,182.5,105.3,127.9,39.9,28.010077327900035
38,Female,95.7,155.9,116.4,108.3,36.2,53.06973921521069
32,Male,73.8,155.1,66.0,81.0,38.0,2.093347624709054
52,Male,88.6,152.5,117.8,129.7,38.1,41.507845083444465
20,Male,102.7,178.0,117.0,125.4,33.4,38.394164166887606
19,Female,88.7,162.1,91.4,82.5,31.9,30.225835733371355
23,Female,55.0,158.0,77.7,133.8,42.2,44.222028005399466
33,Female,54.3,154.2,68.3,131.4,40.4,40.831351451347075
40,Male,110.7,182.1,109.4,96.5,39.3,30.7478086662245
48,Male,68.4,187.7,96.3,84.8,34.2,25.176330861470035
58,Male,75.4,192.9,99.1,104.2,36.0,24.943447749887184
47,Male,65.3,179.8,111.7,132.5,32.2,36.072187240549795
20,Male,98.9,167.7,86.6,108.9,41.3,16.853418527505085
33,Male,77.0,173.5,82.1,96.9,30.2,20.84398470415681
21,Female,81.9,181.8,105.7,93.9,30.0,37.79429130103472
63,Female,97.2,185.7,77.8,101.3,37.8,23.882983626538362
53,Female,93.6,182.2,79.7,139.6,35.2,43.759792804295785
45,Female,104.2,198.1,82.9,132.7,32.2,39.555570667501115
45,Male,102.4,187.5,111.4,112.8,40.8,30.10772859009785
20,Male,80.8,187.5,106.7,128.5,44.0,25.572690180133293
43,Male,63.4,191.0,77.5,99.0,34.2,11.424999925568784
56,Male,65.6,173.0,68.6,116.9,39.0,0.9699601371761446
30,Female,99.5,163.2,83.6,132.4,41.2,45.08814917517009
24,Female,68.3,190.8,97.5,102.1,39.2,31.569937002954475
30,Female,80.8,173.2,100.6,128.0,35.7,49.72167511016801
21,Female,57.6,180.4,72.0,116.9,38.3,29.608211511243553
33,Female,58.6,171.5,75.0,116.9,40.9,32.06462453843392
45,Male,67.5,169.8,115.8,82.5,44.1,33.83228981638547
64,Male,55.9,183.6,83.1,134.0,41.6,11.053065933960227
30,Female,69.2,183.3,78.8,126.6,34.7,37.88763118295407
59,Female,89.8,165.5,101.7,82.2,40.1,30.189777001556536
27,Male,102.1,159.4,88.1,116.6,43.7,17.622858390106103
22,Female,52.3,156.6,74.8,124.8,37.8,41.26240767595817
53,Male,92.0,155.7,84.6,127.7,31.4,25.053471072281127
36,Male,75.4,190.9,68.7,85.3,39.6,-2.30137394227296
47,Male,65.9,164.3,76.8,118.4,39.1,10.837943852916055
64,Female,52.2,183.9,85.1,94.0,32.0,27.103181139287585
58,Female,72.8,164.4,91.1,107.1,33.6,40.261522995332314
45,Male,105.3,183.3,104.5,111.6,40.1,27.286359801963613
48,Male,87.1,199.2,83.1,81.6,44.6,6.086761388890238
53,Male,104.3,153.3,92.7,98.0,32.6,30.190207739092216
60,Male,78.9,182.7,117.1,127.8,39.2,34.75911986061993
18,Male,109.0,164.1,109.1,130.5,37.1,35.08302951355188
26,Male,60.5,154.1,74.2,99.8,35.1,14.00136093379615
29,Male,107.4,153.9,72.8,106.5,43.7,3.632052215212923
40,Female,83.3,168.6,99.8,129.9,44.1,48.071863319301144
29,Male,102.2,177.0,95.7,92.0,32.4,27.71025090402395
59,Male,66.8,182.4,92.8,123.9,40.6,19.557498170059773
26,Female,84.0,178.4,69.3,104.4,41.6,21.003573877410645
43,Female,101.3,194.9,81.8,139.2,43.8,37.78748798454836
47,Male,83.9,157.7,105.6,116.1,31.1,37.7108615399855
37,Female,82.1,191.5,103.4,88.9,44.0,25.886928771867645
33,Male,106.7,176.4,69.9,90.3,33.7,7.374546420500678
30,Male,61.4,193.0,85.6,81.6,42.9,10.62836641646345
52,Female,83.3,171.3,86.6,122.9,42.4,39.45946535005197
21,Male,107.6,174.1,90.5,106.6,41.9,18.31616140888991
42,Female,109.2,171.1,87.7,80.7,34.4,23.790081758760266
30,Female,58.3,154.8,90.1,86.1,41.4,28.60642271469669
45,Female,109.5,157.3,108.8,97.4,33.9,45.75466294126977
62,Female,50.9,175.9,83.4,105.4,34.6,32.42007811237022
29,Male,109.9,176.7,93.1,136.3,42.3,19.50349054660603
41,Male,68.5,173.4,96.4,112.5,38.8,24.76019855683643
45,Male,90.5,150.6,116.5,133.7,34.5,43.0738764093644
18,Male,50.7,175.3,99.3,95.0,40.5,25.205404208035247
51,Female,101.2,156.7,67.8,99.9,42.9,22.715575705697006
20,Female,80.2,178.3,94.9,132.8,38.4,46.88785288626366
39,Female,109.2,164.4,99.7,109.5,33.3,45.2122250440047
38,Female,88.9,199.6,60.6,115.4,38.7,18.81424716929888
44,Male,108.4,168.0,64.5,114.5,38.8,-2.99528135371321
38,Female,92.8,191.0,61.1,118.7,39.5,22.174018636042604
39,Female,102.2,162.3,62.9,115.3,41.7,27.38977869905068
30,Female,102.4,159.5,65.4,121.7,44.7,31.149872256280446
61,Female,67.3,161.1,117.5,88.8,31.6,45.66125872496684
33,Female,90.4,166.7,72.4,122.6,32.9,38.49070453486058
63,Male,111.2,192.4,72.3,89.0,42.2,-1.3787374891701916
41,Male,111.5,188.2,111.4,100.4,37.9,31.54862645848283
63,Male,76.9,171.8,105.2,129.9,41.2,29.05687885529744
34,Female,72.7,159.4,100.5,116.5,36.2,48.77564133425801
22,Female,95.8,152.4,85.3,138.0,42.6,50.908695942873976
55,Female,104.5,180.9,61.9,95.1,36.3,14.351365532612078
59,Female,52.5,185.3,109.6,135.2,44.2,49.45385508328616
44,Male,56.5,180.3,111.6,118.5,35.9,34.054757802101335
58,Male,104.5,175.1,88.9,102.2,34.2,22.523717374900286
49,Female,80.6,198.6,98.7,127.2,31.5,43.761560140942095
43,Female,96.7,151.2,88.7,137.3,42.7,52.3985437121238
24,Male,107.4,199.4,77.8,126.8,44.2,1.3681477986943378
53,Male,103.0,163.8,92.4,80.4,43.4,20.440355547052036
24,Male,106.7,169.2,101.3,80.6,41.4,26.997244167517692
60,Female,86.0,187.6,69.3,87.6,36.5,12.672187063118884
44,Female,61.0,161.4,91.8,131.0,34.6,51.25118942325514
55,Female,83.1,185.5,106.6,125.0,34.3,48.134401098706064
41,Male,117.4,166.6,88.5,118.4,41.4,18.474997592850457
41,Female,71.4,197.0,69.4,121.7,35.2,28.1300504943203
62,Female,79.3,158.6,112.2,117.2,41.8,51.858100615960836
61,Male,103.6,196.6,100.4,100.9,44.7,19.711007253505215
46,Male,55.3,189.6,98.0,123.2,32.8,26.713885147214114
44,Male,103.0,158.5,99.1,136.1,31.7,33.59533495740999
51,Female,69.2,169.4,74.7,125.0,31.8,40.33052501772363
38,Female,68.7,155.2,89.5,132.0,30.9,54.15399937732559
62,Male,90.8,180.0,79.6,94.2,40.4,9.599898997441471
18,Female,67.9,198.0,110.0,101.0,38.9,34.942167921791565
27,Female,94.9,154.0,95.3,110.5,38.5,44.545235918379205
47,Female,113.6,162.9,103.0,108.3,38.7,44.22367295150269
45,Male,78.3,187.8,99.6,108.0,31.0,28.9518381032085
59,Male,116.0,172.9,89.0,118.4,34.4,22.838371134847648
47,Male,116.0,166.9,108.3,131.3,34.0,35.78260758968281
45,Male,64.5,180.1,96.9,133.2,37.2,24.952457984028115
46,Female,80.2,164.7,73.6,89.0,43.2,17.578975525002136
48,Female,119.3,166.4,77.4,85.4,44.6,16.468077627579987
60,Male,59.0,190.3,109.6,98.7,39.2,29.53563608878784
58,Male,83.3,169.6,116.5,124.2,33.7,39.57675670421543
21,Female,80.2,185.0,92.9,127.6,35.7,43.32339334079359
36,Female,106.7,157.5,83.1,103.0,34.9,36.02854758679888
27,Male,61.3,169.9,97.5,98.6,33.1,29.64301456600822
62,Female,65.5,177.6,89.0,87.8,44.7,21.196979369278267
48,Male,62.3,163.4,110.5,94.3,32.0,38.64953373836414
51,Female,61.7,171.1,110.0,86.0,38.5,35.19795067959035
58,Male,68.0,188.0,87.4,98.2,42.0,13.579815423260186
56,Female,87.0,158.1,108.3,120.6,44.1,50.85115010377973
59,Male,99.5,175.0,71.6,87.7,33.0,9.861649165549181
61,Male,76.6,163.1,82.4,99.3,32.9,20.94549329492611
48,Female,81.2,170.5,64.8,111.7,37.5,26.483751809233468
28,Male,105.5,168.8,108.5,99.6,35.8,34.56358335563783
53,Female,86.8,182.8,118.5,106.4,33.7,46.45226286625223
61,Male,91.3,188.4,94.6,109.8,31.4,25.726553951603762
61,Male,86.3,175.0,106.0,126.5,35.5,32.218827138517554
49,Male,105.3,158.3,84.1,130.6,34.2,22.145725211211982
40,Male,62.8,193.4,93.7,91.5,32.6,23.651743722559956
57,Male,118.7,159.3,80.8,102.2,35.5,18.377153906507658
63,Male,111.6,178.9,101.8,114.5,31.2,31.579823993283355
56,Female,78.0,176.4,74.8,110.0,43.8,25.98280749608557
20,Male,79.1,164.3,69.2,84.8,39.0,3.0859198863163897
45,Female,109.4,197.6,113.9,100.7,37.2,37.23580476541974
42,Female,81.2,183.8,111.9,93.7,31.9,39.03821889033162
45,Female,85.6,173.5,110.1,105.0,41.7,41.59890233075754
36,Female,102.2,172.2,109.3,100.3,31.1,44.11559098898499
63,Female,77.2,154.6,103.8,121.7,44.8,50.21238033652253
36,Female,81.8,189.0,112.5,104.1,42.6,37.87401463888159
59,Male,52.6,154.2,72.6,94.5,37.1,10.52798032370174
61,Female,59.3,160.0,112.2,117.2,40.1,52.12682906295839
46,Male,82.1,158.2,115.1,123.6,31.3,42.335435336421256
36,Male,53.2,153.4,103.0,86.5,37.3,33.632592172223724
35,Male,71.5,191.5,96.0,95.1,42.3,19.14770402045434
62,Male,80.6,195.3,74.2,92.5,31.2,10.536162463855192
41,Male,57.1,181.3,112.0,92.1,33.3,35.40696767207589
55,Female,54.6,193.9,94.6,134.1,41.7,41.99427910210784
33,Male,51.1,183.8,96.6,87.6,36.9,24.33119899886981
35,Male,84.0,184.3,96.4,132.3,40.0,22.11737667744194
58,Female,60.3,194.5,112.0,103.6,42.3,36.26083089516305
30,Female,98.2,154.6,68.2,118.4,32.2,38.41075395665939
21,Male,84.5,152.7,63.7,106.5,37.0,0.9023752498436579
30,Female,51.3,152.7,73.4,115.9,38.4,37.305425069070566
52,Female,54.1,170.9,89.5,113.1,39.2,37.92544816047109
21,Male,114.2,197.3,88.2,106.0,42.7,12.255654675135702
36,Male,58.7,193.5,90.7,96.5,37.1,18.76924630963657
41,Male,103.0,189.1,66.9,135.9,34.8,1.2760948834084047
50,Male,67.2,170.2,107.6,135.0,42.0,30.29977063165535
50,Female,72.5,191.2,78.1,84.3,43.5,11.064643204945867
26,Female,51.7,160.9,114.8,93.4,35.4,44.896529188281704
20,Male,88.9,179.3,110.4,114.4,40.9,30.90097952299419
20,Male,82.7,187.3,63.8,138.8,33.2,-0.08685873457028492
47,Male,102.1,154.6,63.2,123.6,31.4,6.58048827349711
35,Male,113.4,193.7,97.7,129.1,35.6,24.214845769652072
19,Male,88.3,186.4,64.6,98.9,36.1,-2.351928965806792
49,Male,116.7,176.7,94.3,93.1,31.7,27.338294301951066
60,Female,60.4,153.1,64.7,93.6,31.5,24.823034437557908
26,Male,74.1,184.7,88.8,109.0,40.6,16.26403563876835
19,Female,108.1,172.4,85.1,131.5,40.8,42.92069818810728
37,Male,88.7,186.8,95.5,93.0,31.1,26.70278727556166
44,Female,88.3,151.8,81.4,114.2,37.6,40.95787761389943
53,Male,82.2,178.7,68.4,128.5,38.4,0.5332884419357811
58,Female,51.3,172.4,110.5,110.0,37.5,45.9341637393573
63,Female,55.6,171.5,78.0,105.0,44.7,25.875068501316832
36,Male,56.3,175.9,64.0,100.8,36.9,-2.465806213735391
33,Male,63.3,156.2,90.0,116.0,38.2,23.95059722186687
43,Male,56.6,196.8,112.7,129.1,34.7,32.451611518299615
31,Male,57.5,185.2,76.8,139.8,33.8,12.068466796484813
64,Male,94.6,154.2,87.0,132.2,42.3,18.856045552473688
35,Female,58.3,154.0,84.2,107.2,43.9,35.2617095322376
45,Male,82.6,160.5,62.9,84.8,34.8,1.2682619514116027
64,Female,54.4,162.0,112.1,87.2,42.7,37.28726044412139
36,Female,68.9,174.6,105.5,81.8,36.3,31.25876934414856
47,Male,114.7,176.8,65.7,101.8,37.9,-1.7483576467024022
58,Male,52.2,157.3,67.9,108.9,32.7,9.655930514636111
38,Male,111.4,198.7,60.6,129.2,38.8,-12.825938620443594
38,Male,103.2,191.2,119.1,85.1,44.3,31.731870974537458
47,Female,114.5,181.7,85.0,93.7,30.8,28.015267025615913
59,Female,105.1,163.9,115.8,110.6,33.9,52.24752486832449
54,Female,107.8,195.5,85.2,131.0,40.4,37.067123714068146
58,Female,57.5,165.8,66.2,85.3,34.0,16.223683322746012
63,Male,108.5,166.0,80.6,94.6,35.5,16.993182617171612
49,Female,83.4,167.6,85.1,112.6,34.4,38.7822628829137
47,Male,74.6,152.4,70.6,99.5,44.5,0.1843108119321073
39,Female,60.8,153.1,63.2,139.5,37.3,43.96595690829736
41,Female,50.0,173.8,79.0,107.1,32.0,32.916198525466655
27,Female,95.0,194.1,92.4,134.7,31.8,45.19499289256356
41,Female,100.8,197.1,75.3,136.5,34.7,37.22902888637191
18,Male,77.2,188.8,117.5,95.6,36.0,35.49053638530813
52,Male,61.5,170.2,88.9,99.6,34.3,23.31603474700802
33,Female,60.1,165.5,67.8,99.4,38.3,22.5665899115495
