User_ID,Age,Gender,Fitness Level,Goals,Equipment Available,Workout Plan,Calories Burned
2365,50,Male,Intermediate,General Fitness,Resistance Bands,Bicep Curls,137
2366,34,Female,Intermediate,Weight Loss,Dumbbells,Squats,221
2367,57,Female,Intermediate,Muscle Gain,None,Push-Ups,177
2368,58,Male,Beginner,Weight Loss,Barbell,Bicep Curls,305
2369,19,Female,Advanced,Weight Loss,None,Bicep Curls,466
2370,29,Female,Advanced,Muscle Gain,Resistance Bands,Plank,420
2371,35,Female,Intermediate,Weight Loss,Barbell,Bicep Curls,191
2372,40,Male,Advanced,General Fitness,None,Deadlifts,170
2373,36,Male,Advanced,General Fitness,None,Bicep Curls,352
2374,22,Female,Intermediate,Muscle Gain,Dumbbells,Push-Ups,323
2375,38,Female,Intermediate,Weight Loss,None,Bicep Curls,206
2376,63,Male,Intermediate,Muscle Gain,None,Push-Ups,302
2377,37,Male,Beginner,Muscle Gain,None,Plank,364
2378,33,Female,Intermediate,Muscle Gain,Resistance Bands,Deadlifts,180
2379,23,Female,Advanced,Muscle Gain,Resistance Bands,Deadlifts,419
2380,60,Male,Advanced,Weight Loss,Dumbbells,Plank,380
2381,43,Male,Advanced,Muscle Gain,Barbell,Squats,196
2382,49,Female,Intermediate,General Fitness,Resistance Bands,Push-Ups,486
2383,52,Male,Advanced,Weight Loss,Barbell,Deadlifts,231
2384,40,Male,Beginner,Weight Loss,Barbell,Push-Ups,409
2385,54,Male,Intermediate,Muscle Gain,Barbell,Push-Ups,479
2386,35,Female,Advanced,General Fitness,Resistance Bands,Plank,384
2387,59,Female,Intermediate,Muscle Gain,Resistance Bands,Push-Ups,470
2388,38,Male,Advanced,Weight Loss,Resistance Bands,Deadlifts,263
2389,30,Female,Beginner,Muscle Gain,Barbell,Bicep Curls,233
2390,45,Male,Beginner,Muscle Gain,Dumbbells,Push-Ups,292
2391,31,Female,Beginner,Muscle Gain,None,Deadlifts,170
2392,58,Female,Advanced,Muscle Gain,None,Push-Ups,137
2393,47,Male,Advanced,General Fitness,Dumbbells,Deadlifts,268
2394,54,Female,Advanced,Muscle Gain,Barbell,Deadlifts,463
2395,52,Male,Beginner,Weight Loss,Barbell,Squats,247
2396,64,Female,Advanced,Weight Loss,None,Push-Ups,482
2397,58,Male,Advanced,Muscle Gain,Dumbbells,Bicep Curls,190
2398,58,Female,Intermediate,Muscle Gain,None,Plank,249
2399,57,Male,Beginner,General Fitness,None,Push-Ups,472
2400,39,Male,Advanced,Muscle Gain,Barbell,Bicep Curls,370
2401,52,Male,Advanced,General Fitness,Barbell,Plank,417
2402,55,Female,Intermediate,Muscle Gain,None,Deadlifts,149
2403,30,Male,Beginner,Weight Loss,None,Bicep Curls,112
2404,26,Male,Beginner,Muscle Gain,Resistance Bands,Squats,215
2405,33,Male,Beginner,Weight Loss,Resistance Bands,Squats,217
2406,30,Female,Intermediate,General Fitness,Dumbbells,Deadlifts,130
2407,35,Female,Intermediate,General Fitness,Resistance Bands,Plank,366
2408,26,Male,Beginner,Weight Loss,Barbell,Plank,219
2409,25,Male,Advanced,Muscle Gain,Resistance Bands,Squats,224
2410,36,Male,Intermediate,Muscle Gain,Barbell,Squats,450
2411,33,Male,Intermediate,Weight Loss,Resistance Bands,Push-Ups,198
2412,28,Female,Intermediate,General Fitness,Resistance Bands,Deadlifts,257
2413,60,Female,Intermediate,Weight Loss,Barbell,Bicep Curls,160
2414,45,Female,Advanced,Weight Loss,Barbell,Push-Ups,250
2415,49,Female,Advanced,Weight Loss,None,Push-Ups,114
2416,36,Female,Advanced,General Fitness,Resistance Bands,Push-Ups,405
2417,24,Female,Beginner,Weight Loss,Dumbbells,Plank,352
2418,41,Male,Intermediate,Weight Loss,Dumbbells,Plank,393
2419,40,Female,Advanced,General Fitness,Barbell,Plank,393
2420,24,Male,Advanced,General Fitness,None,Plank,166
2421,57,Female,Intermediate,Muscle Gain,None,Bicep Curls,416
2422,57,Female,Beginner,General Fitness,None,Plank,122
2423,54,Female,Advanced,General Fitness,None,Bicep Curls,219
2424,32,Male,Beginner,Muscle Gain,Barbell,Deadlifts,248
2425,40,Male,Beginner,Weight Loss,None,Push-Ups,282
2426,32,Male,Intermediate,Weight Loss,Barbell,Squats,158
2427,25,Female,Intermediate,General Fitness,None,Push-Ups,360
2428,26,Female,Beginner,Muscle Gain,Resistance Bands,Bicep Curls,252
2429,54,Female,Beginner,Weight Loss,Barbell,Plank,365
2430,44,Male,Intermediate,Weight Loss,Resistance Bands,Bicep Curls,467
2431,39,Female,Advanced,General Fitness,None,Squats,303
2432,39,Female,Beginner,Muscle Gain,Resistance Bands,Push-Ups,451
2433,37,Male,Intermediate,Weight Loss,Resistance Bands,Push-Ups,377
2434,38,Male,Advanced,Muscle Gain,Barbell,Deadlifts,157
2435,31,Female,Beginner,General Fitness,Barbell,Bicep Curls,472
2436,38,Female,Intermediate,Weight Loss,None,Deadlifts,258
2437,39,Female,Intermediate,Weight Loss,None,Plank,416
2438,50,Female,Advanced,Muscle Gain,Barbell,Deadlifts,257
2439,31,Female,Advanced,Muscle Gain,Dumbbells,Push-Ups,345
2440,30,Male,Advanced,Muscle Gain,None,Push-Ups,181
2441,39,Female,Intermediate,General Fitness,Barbell,Push-Ups,302
2442,43,Male,Advanced,Weight Loss,Dumbbells,Plank,390
2443,38,Female,Beginner,Muscle Gain,Barbell,Bicep Curls,319
2444,32,Male,Advanced,General Fitness,Resistance Bands,Push-Ups,285
2445,28,Female,Beginner,Weight Loss,Dumbbells,Squats,293
2446,29,Female,Advanced,General Fitness,None,Bicep Curls,488
2447,23,Female,Beginner,Muscle Gain,Resistance Bands,Deadlifts,234
2448,49,Male,Advanced,Muscle Gain,Dumbbells,Bicep Curls,477
2449,41,Male,Beginner,General Fitness,Dumbbells,Plank,437
2450,34,Female,Advanced,Muscle Gain,Dumbbells,Plank,441
2451,56,Male,Advanced,General Fitness,Resistance Bands,Bicep Curls,319
2452,51,Female,Beginner,General Fitness,None,Deadlifts,475
2453,41,Female,Advanced,General Fitness,None,Push-Ups,440
2454,42,Male,Intermediate,Weight Loss,Dumbbells,Push-Ups,433
2455,39,Male,Advanced,Weight Loss,Barbell,Deadlifts,252
2456,40,Male,Intermediate,Muscle Gain,Dumbbells,Deadlifts,100
2457,39,Female,Advanced,General Fitness,Dumbbells,Push-Ups,120
2458,37,Male,Intermediate,General Fitness,Barbell,Bicep Curls,387
2459,62,Female,Advanced,Weight Loss,None,Deadlifts,193
2460,29,Female,Advanced,General Fitness,Barbell,Plank,462
2461,34,Female,Advanced,Weight Loss,Resistance Bands,Plank,150
2462,44,Male,Intermediate,Weight Loss,Dumbbells,Plank,363
2463,18,Male,Advanced,Weight Loss,Resistance Bands,Push-Ups,145
2464,57,Male,Intermediate,General Fitness,Dumbbells,Bicep Curls,327
2465,62,Male,Beginner,Weight Loss,Barbell,Deadlifts,487
2466,18,Female,Advanced,Weight Loss,Resistance Bands,Push-Ups,187
2467,54,Male,Beginner,Weight Loss,Resistance Bands,Push-Ups,428
2468,31,Male,Beginner,Muscle Gain,Resistance Bands,Push-Ups,484
2469,60,Female,Advanced,Weight Loss,Resistance Bands,Bicep Curls,324
2470,43,Male,Beginner,Weight Loss,None,Push-Ups,160
2471,20,Male,Advanced,Weight Loss,Dumbbells,Plank,320
2472,64,Female,Advanced,Muscle Gain,None,Plank,156
2473,39,Male,Intermediate,Weight Loss,None,Deadlifts,226
2474,56,Female,Advanced,Muscle Gain,Resistance Bands,Deadlifts,163
2475,33,Female,Advanced,Muscle Gain,Dumbbells,Bicep Curls,199
2476,25,Male,Intermediate,Weight Loss,Barbell,Deadlifts,461
2477,28,Male,Intermediate,Weight Loss,Dumbbells,Squats,146
2478,42,Female,Intermediate,General Fitness,Barbell,Push-Ups,473
2479,34,Female,Advanced,Muscle Gain,Resistance Bands,Plank,360
2480,42,Female,Intermediate,General Fitness,Barbell,Squats,320
2481,37,Male,Beginner,Muscle Gain,Dumbbells,Bicep Curls,428
2482,32,Female,Intermediate,Muscle Gain,Barbell,Bicep Curls,326
2483,24,Female,Beginner,General Fitness,None,Push-Ups,232
2484,39,Male,Beginner,Weight Loss,Dumbbells,Deadlifts,225
2485,49,Male,Advanced,General Fitness,None,Squats,135
2486,42,Female,Advanced,General Fitness,Barbell,Deadlifts,134
2487,32,Female,Advanced,Muscle Gain,Barbell,Squats,210
2488,27,Female,Intermediate,Weight Loss,Barbell,Push-Ups,101
2489,22,Male,Intermediate,Muscle Gain,Barbell,Bicep Curls,170
2490,34,Female,Beginner,Weight Loss,Resistance Bands,Bicep Curls,370
2491,23,Male,Intermediate,Muscle Gain,None,Push-Ups,431
2492,20,Male,Intermediate,Weight Loss,Barbell,Bicep Curls,466
2493,48,Male,Beginner,Weight Loss,Resistance Bands,Bicep Curls,331
2494,60,Female,Intermediate,Weight Loss,Dumbbells,Plank,236
2495,25,Male,Beginner,Weight Loss,Barbell,Deadlifts,353
2496,50,Female,Beginner,General Fitness,Resistance Bands,Push-Ups,321
2497,40,Male,Beginner,Weight Loss,Barbell,Deadlifts,206
2498,60,Female,Advanced,Weight Loss,None,Bicep Curls,352
2499,29,Male,Advanced,Weight Loss,None,Deadlifts,191
2500,27,Female,Advanced,General Fitness,Resistance Bands,Push-Ups,480
2501,50,Male,Advanced,Weight Loss,Barbell,Deadlifts,115
2502,30,Male,Beginner,General Fitness,None,Push-Ups,306
2503,23,Female,Intermediate,Muscle Gain,Resistance Bands,Push-Ups,196
2504,41,Male,Advanced,Weight Loss,Resistance Bands,Plank,209
2505,44,Female,Beginner,General Fitness,Dumbbells,Plank,487
2506,45,Male,Intermediate,Weight Loss,None,Deadlifts,440
2507,52,Female,Advanced,Muscle Gain,Dumbbells,Deadlifts,145
2508,41,Male,Advanced,General Fitness,Dumbbells,Squats,248
2509,27,Male,Beginner,Muscle Gain,None,Plank,488
2510,37,Female,Advanced,General Fitness,Resistance Bands,Plank,154
2511,39,Male,Intermediate,Muscle Gain,Resistance Bands,Deadlifts,367
2512,62,Male,Advanced,General Fitness,Dumbbells,Plank,336
2513,36,Male,Advanced,Muscle Gain,Resistance Bands,Push-Ups,343
2514,35,Male,Intermediate,Weight Loss,Barbell,Plank,299
2515,33,Male,Intermediate,Weight Loss,Resistance Bands,Plank,175
2516,27,Female,Intermediate,General Fitness,Dumbbells,Push-Ups,450
2517,23,Male,Beginner,Weight Loss,None,Push-Ups,240
2518,63,Female,Beginner,Muscle Gain,Resistance Bands,Plank,323
2519,64,Male,Intermediate,Weight Loss,Resistance Bands,Squats,156
2520,30,Female,Beginner,General Fitness,Dumbbells,Deadlifts,157
2521,25,Male,Beginner,General Fitness,Barbell,Push-Ups,480
2522,41,Male,Advanced,Muscle Gain,Barbell,Plank,193
2523,37,Female,Beginner,Muscle Gain,Resistance Bands,Bicep Curls,299
2524,42,Female,Advanced,General Fitness,Barbell,Squats,370
2525,22,Female,Advanced,General Fitness,None,Deadlifts,223
2526,21,Male,Advanced,General Fitness,Barbell,Squats,194
2527,43,Male,Advanced,General Fitness,Dumbbells,Push-Ups,497
2528,52,Male,Intermediate,Weight Loss,None,Push-Ups,172
2529,32,Female,Beginner,Muscle Gain,None,Deadlifts,255
2530,52,Male,Intermediate,General Fitness,None,Plank,161
2531,28,Male,Beginner,Muscle Gain,Dumbbells,Push-Ups,118
2532,50,Female,Beginner,General Fitness,Resistance Bands,Bicep Curls,275
2533,57,Male,Beginner,General Fitness,Dumbbells,Bicep Curls,172
2534,21,Female,Advanced,General Fitness,Resistance Bands,Plank,154
2535,38,Female,Advanced,General Fitness,None,Bicep Curls,156
2536,20,Female,Advanced,Weight Loss,Resistance Bands,Bicep Curls,390
2537,49,Female,Intermediate,Muscle Gain,None,Squats,319
2538,52,Male,Beginner,Weight Loss,Barbell,Squats,142
2539,18,Female,Beginner,General Fitness,Resistance Bands,Bicep Curls,269
2540,35,Male,Intermediate,Weight Loss,None,Bicep Curls,376
2541,23,Male,Intermediate,General Fitness,Dumbbells,Bicep Curls,292
2542,36,Female,Advanced,Weight Loss,Barbell,Bicep Curls,415
2543,48,Female,Intermediate,Muscle Gain,None,Push-Ups,428
2544,25,Female,Advanced,General Fitness,Dumbbells,Plank,258
2545,23,Male,Intermediate,Muscle Gain,None,Push-Ups,133
2546,56,Male,Intermediate,General Fitness,None,Deadlifts,382
2547,40,Male,Beginner,General Fitness,Resistance Bands,Deadlifts,211
2548,21,Female,Intermediate,Weight Loss,None,Plank,263
2549,62,Female,Intermediate,General Fitness,Barbell,Plank,389
2550,29,Female,Intermediate,Weight Loss,Barbell,Bicep Curls,400
2551,32,Female,Beginner,Weight Loss,None,Plank,142
2552,21,Female,Advanced,General Fitness,Dumbbells,Bicep Curls,442
2553,27,Male,Intermediate,Weight Loss,None,Push-Ups,441
2554,47,Female,Advanced,Weight Loss,None,Deadlifts,407
2555,56,Male,Advanced,Weight Loss,Resistance Bands,Squats,231
2556,63,Female,Intermediate,General Fitness,Barbell,Push-Ups,230
2557,29,Male,Advanced,Muscle Gain,None,Deadlifts,388
2558,59,Male,Advanced,Muscle Gain,None,Squats,414
2559,56,Female,Beginner,Weight Loss,Barbell,Squats,363
2560,25,Male,Advanced,Weight Loss,Resistance Bands,Plank,223
2561,23,Male,Beginner,General Fitness,Dumbbells,Push-Ups,305
2562,34,Female,Beginner,General Fitness,Barbell,Plank,199
2563,40,Female,Advanced,Muscle Gain,Barbell,Squats,265
2564,24,Female,Advanced,Weight Loss,Dumbbells,Push-Ups,290
2565,50,Male,Intermediate,Muscle Gain,Dumbbells,Squats,241
2566,24,Male,Beginner,General Fitness,Dumbbells,Deadlifts,327
2567,49,Female,Advanced,Weight Loss,Dumbbells,Squats,319
2568,46,Male,Beginner,General Fitness,Dumbbells,Squats,273
2569,47,Male,Intermediate,Weight Loss,Barbell,Bicep Curls,322
2570,30,Female,Beginner,Weight Loss,Dumbbells,Deadlifts,356
2571,55,Female,Intermediate,Muscle Gain,None,Deadlifts,275
2572,64,Male,Intermediate,Muscle Gain,Resistance Bands,Deadlifts,431
2573,35,Female,Beginner,Weight Loss,Dumbbells,Plank,456
2574,47,Male,Advanced,Muscle Gain,Barbell,Plank,425
2575,38,Female,Intermediate,Weight Loss,None,Squats,257
2576,55,Male,Advanced,Muscle Gain,Dumbbells,Deadlifts,349
2577,47,Male,Advanced,Weight Loss,None,Bicep Curls,116
2578,35,Male,Advanced,Muscle Gain,Resistance Bands,Squats,176
2579,51,Female,Advanced,Muscle Gain,Barbell,Deadlifts,349
2580,46,Male,Intermediate,Muscle Gain,Dumbbells,Deadlifts,265
2581,62,Male,Advanced,Muscle Gain,Barbell,Plank,147
2582,37,Female,Beginner,General Fitness,Barbell,Deadlifts,412
2583,48,Female,Intermediate,Muscle Gain,Dumbbells,Bicep Curls,255
2584,64,Female,Beginner,General Fitness,Dumbbells,Deadlifts,431
2585,53,Male,Intermediate,Muscle Gain,None,Bicep Curls,111
2586,36,Female,Beginner,General Fitness,Resistance Bands,Squats,374
2587,30,Female,Beginner,General Fitness,Dumbbells,Plank,297
2588,30,Male,Beginner,General Fitness,None,Deadlifts,361
2589,62,Male,Intermediate,Muscle Gain,Resistance Bands,Squats,309
2590,23,Female,Beginner,General Fitness,Resistance Bands,Deadlifts,227
2591,40,Male,Intermediate,Muscle Gain,Barbell,Deadlifts,147
2592,45,Male,Advanced,Weight Loss,Barbell,Push-Ups,127
2593,18,Male,Advanced,General Fitness,Dumbbells,Push-Ups,175
2594,64,Male,Beginner,Weight Loss,Dumbbells,Plank,258
2595,23,Male,Beginner,General Fitness,Barbell,Plank,190
2596,56,Male,Beginner,Weight Loss,Dumbbells,Squats,209
2597,59,Female,Advanced,General Fitness,Dumbbells,Squats,276
2598,60,Male,Intermediate,Weight Loss,Resistance Bands,Push-Ups,299
2599,57,Female,Intermediate,Muscle Gain,None,Bicep Curls,110
2600,50,Male,Intermediate,Muscle Gain,Dumbbells,Bicep Curls,362
2601,38,Female,Intermediate,Muscle Gain,Resistance Bands,Bicep Curls,351
2602,30,Female,Beginner,General Fitness,None,Push-Ups,441
2603,34,Female,Beginner,General Fitness,Dumbbells,Plank,375
2604,48,Female,Advanced,General Fitness,Barbell,Bicep Curls,246
2605,33,Male,Advanced,Muscle Gain,Barbell,Bicep Curls,101
2606,57,Male,Intermediate,Weight Loss,None,Plank,126
2607,62,Male,Intermediate,General Fitness,Resistance Bands,Squats,219
2608,62,Female,Intermediate,Muscle Gain,None,Deadlifts,401
2609,34,Male,Beginner,General Fitness,Resistance Bands,Deadlifts,430
2610,25,Female,Intermediate,General Fitness,Resistance Bands,Plank,108
2611,59,Female,Beginner,Muscle Gain,None,Squats,189
2612,42,Female,Intermediate,Weight Loss,None,Plank,322
2613,48,Female,Beginner,Weight Loss,None,Push-Ups,276
2614,45,Female,Intermediate,General Fitness,None,Bicep Curls,340
2615,57,Female,Intermediate,Muscle Gain,Dumbbells,Deadlifts,411
2616,55,Female,Advanced,Muscle Gain,Dumbbells,Squats,111
2617,25,Male,Beginner,Weight Loss,Barbell,Bicep Curls,142
2618,61,Female,Intermediate,General Fitness,Barbell,Plank,493
2619,19,Male,Advanced,Weight Loss,None,Push-Ups,108
2620,26,Male,Advanced,Muscle Gain,None,Deadlifts,373
2621,37,Male,Intermediate,Muscle Gain,Resistance Bands,Plank,380
2622,21,Male,Advanced,Muscle Gain,None,Squats,334
2623,52,Male,Advanced,Weight Loss,Dumbbells,Plank,212
2624,60,Female,Intermediate,General Fitness,None,Push-Ups,351
2625,49,Male,Advanced,Weight Loss,Barbell,Push-Ups,207
2626,26,Female,Advanced,General Fitness,Barbell,Push-Ups,345
2627,47,Female,Intermediate,Weight Loss,None,Push-Ups,288
2628,18,Male,Advanced,Weight Loss,Resistance Bands,Plank,369
2629,49,Male,Advanced,Muscle Gain,Barbell,Bicep Curls,185
2630,54,Female,Intermediate,Weight Loss,Resistance Bands,Deadlifts,414
2631,35,Male,Intermediate,Muscle Gain,Resistance Bands,Deadlifts,116
2632,55,Female,Beginner,General Fitness,None,Bicep Curls,367
2633,39,Male,Advanced,General Fitness,Barbell,Squats,241
2634,36,Male,Advanced,Muscle Gain,Resistance Bands,Squats,425
2635,33,Male,Beginner,Weight Loss,Resistance Bands,Squats,483
2636,59,Female,Beginner,Weight Loss,None,Bicep Curls,109
2637,38,Female,Beginner,General Fitness,None,Plank,142
2638,56,Female,Advanced,Muscle Gain,Barbell,Deadlifts,336
2639,21,Male,Advanced,General Fitness,Resistance Bands,Plank,305
2640,32,Female,Beginner,General Fitness,Resistance Bands,Deadlifts,185
2641,29,Male,Beginner,Muscle Gain,Dumbbells,Deadlifts,227
2642,33,Female,Beginner,Weight Loss,Resistance Bands,Squats,336
2643,46,Male,Intermediate,Muscle Gain,Resistance Bands,Push-Ups,355
2644,42,Female,Advanced,Muscle Gain,Barbell,Squats,363
2645,30,Female,Intermediate,Weight Loss,Resistance Bands,Push-Ups,201
2646,37,Male,Advanced,Weight Loss,None,Deadlifts,344
2647,51,Female,Advanced,General Fitness,Dumbbells,Plank,263
2648,36,Female,Advanced,General Fitness,Barbell,Push-Ups,389
2649,28,Female,Intermediate,Weight Loss,Resistance Bands,Plank,420
2650,46,Male,Advanced,Weight Loss,Resistance Bands,Plank,360
2651,45,Male,Intermediate,General Fitness,Dumbbells,Plank,176
2652,36,Female,Beginner,Weight Loss,None,Deadlifts,253
2653,35,Male,Beginner,Muscle Gain,None,Plank,145
2654,46,Female,Beginner,Weight Loss,None,Plank,141
2655,37,Female,Intermediate,Weight Loss,None,Plank,261
2656,45,Male,Beginner,Muscle Gain,Dumbbells,Deadlifts,334
2657,25,Female,Beginner,Weight Loss,Resistance Bands,Deadlifts,194
2658,57,Male,Beginner,Weight Loss,None,Plank,393
2659,57,Female,Beginner,General Fitness,Barbell,Push-Ups,249
2660,63,Male,Advanced,Weight Loss,Dumbbells,Push-Ups,154
2661,52,Male,Beginner,General Fitness,Dumbbells,Deadlifts,173
2662,22,Male,Intermediate,Muscle Gain,Barbell,Push-Ups,439
2663,58,Male,Advanced,General Fitness,None,Plank,210
2664,42,Female,Beginner,Muscle Gain,Barbell,Squats,239
2665,37,Female,Advanced,Muscle Gain,Barbell,Bicep Curls,309
2666,24,Male,Advanced,Weight Loss,Barbell,Plank,416
2667,45,Male,Intermediate,General Fitness,Barbell,Bicep Curls,200
2668,42,Female,Intermediate,General Fitness,Dumbbells,Squats,428
2669,45,Female,Beginner,Muscle Gain,Barbell,Plank,190
2670,55,Female,Advanced,Muscle Gain,Barbell,Bicep Curls,473
2671,30,Female,Intermediate,Muscle Gain,Resistance Bands,Plank,399
2672,47,Male,Advanced,Weight Loss,Dumbbells,Bicep Curls,463
2673,56,Male,Beginner,Muscle Gain,None,Squats,293
2674,25,Male,Advanced,Muscle Gain,Barbell,Push-Ups,292
2675,20,Female,Intermediate,General Fitness,Resistance Bands,Bicep Curls,141
2676,33,Male,Beginner,Weight Loss,None,Deadlifts,144
2677,33,Male,Intermediate,General Fitness,Barbell,Bicep Curls,242
2678,40,Female,Advanced,General Fitness,None,Push-Ups,367
2679,27,Male,Beginner,Weight Loss,Barbell,Push-Ups,187
2680,23,Male,Beginner,Weight Loss,Barbell,Bicep Curls,324
2681,36,Male,Beginner,Muscle Gain,Dumbbells,Squats,283
2682,55,Male,Beginner,General Fitness,Barbell,Deadlifts,135
2683,43,Female,Beginner,Weight Loss,Dumbbells,Squats,194
2684,35,Female,Intermediate,Muscle Gain,Resistance Bands,Push-Ups,183
2685,44,Male,Beginner,General Fitness,None,Squats,457
2686,37,Female,Beginner,General Fitness,Barbell,Plank,190
2687,63,Male,Intermediate,General Fitness,Resistance Bands,Squats,427
2688,23,Female,Advanced,Muscle Gain,Dumbbells,Bicep Curls,432
2689,34,Female,Beginner,Muscle Gain,Barbell,Plank,184
2690,47,Male,Beginner,General Fitness,Dumbbells,Bicep Curls,486
2691,33,Male,Beginner,General Fitness,Dumbbells,Push-Ups,409
2692,42,Female,Advanced,Weight Loss,Resistance Bands,Squats,264
2693,33,Male,Intermediate,Weight Loss,Barbell,Squats,151
2694,23,Male,Intermediate,Muscle Gain,Barbell,Plank,404
2695,54,Female,Intermediate,General Fitness,Resistance Bands,Plank,270
2696,24,Male,Advanced,Weight Loss,Barbell,Deadlifts,170
2697,58,Female,Intermediate,General Fitness,Dumbbells,Squats,434
2698,49,Female,Beginner,Weight Loss,Barbell,Deadlifts,488
2699,34,Female,Intermediate,General Fitness,Resistance Bands,Squats,153
2700,44,Male,Intermediate,General Fitness,Dumbbells,Bicep Curls,389
2701,20,Male,Advanced,Weight Loss,Dumbbells,Push-Ups,422
2702,45,Male,Beginner,Muscle Gain,None,Plank,401
2703,51,Male,Advanced,General Fitness,None,Plank,232
2704,46,Female,Advanced,General Fitness,Resistance Bands,Push-Ups,438
2705,21,Female,Advanced,Weight Loss,Resistance Bands,Deadlifts,333
2706,44,Male,Beginner,Muscle Gain,Barbell,Squats,485
2707,37,Male,Beginner,Weight Loss,Barbell,Plank,297
2708,29,Male,Advanced,Muscle Gain,Barbell,Squats,354
2709,52,Male,Intermediate,Muscle Gain,None,Squats,477
2710,27,Male,Advanced,General Fitness,Resistance Bands,Deadlifts,202
2711,31,Male,Beginner,Weight Loss,Resistance Bands,Deadlifts,487
2712,39,Female,Intermediate,Weight Loss,Resistance Bands,Squats,375
2713,58,Female,Intermediate,Muscle Gain,None,Squats,100
2714,41,Male,Beginner,Muscle Gain,Dumbbells,Push-Ups,133
2715,43,Female,Advanced,Weight Loss,Barbell,Bicep Curls,458
2716,28,Male,Beginner,General Fitness,Resistance Bands,Deadlifts,479
2717,37,Male,Advanced,Muscle Gain,Barbell,Squats,272
2718,25,Female,Advanced,General Fitness,Resistance Bands,Plank,216
2719,46,Female,Advanced,Muscle Gain,Resistance Bands,Squats,407
2720,26,Female,Advanced,Muscle Gain,Dumbbells,Plank,110
2721,55,Male,Beginner,General Fitness,Dumbbells,Deadlifts,467
2722,23,Male,Advanced,Muscle Gain,None,Plank,439
2723,45,Female,Intermediate,General Fitness,Resistance Bands,Bicep Curls,184
2724,43,Female,Beginner,General Fitness,Resistance Bands,Bicep Curls,252
2725,26,Male,Advanced,General Fitness,Barbell,Push-Ups,391
2726,62,Male,Intermediate,Weight Loss,Dumbbells,Squats,487
2727,43,Female,Advanced,Weight Loss,None,Bicep Curls,233
2728,42,Female,Beginner,Muscle Gain,None,Plank,445
2729,23,Female,Intermediate,General Fitness,None,Plank,383
2730,38,Male,Intermediate,General Fitness,Resistance Bands,Deadlifts,419
2731,38,Male,Advanced,General Fitness,None,Squats,315
2732,64,Female,Advanced,Weight Loss,None,Push-Ups,157
2733,58,Female,Advanced,General Fitness,Resistance Bands,Squats,203
2734,44,Male,Beginner,Weight Loss,Resistance Bands,Push-Ups,468
2735,28,Male,Beginner,Weight Loss,Barbell,Deadlifts,132
2736,37,Female,Advanced,General Fitness,Barbell,Squats,252
2737,34,Female,Advanced,Weight Loss,None,Plank,201
2738,51,Female,Intermediate,Weight Loss,Barbell,Bicep Curls,247
2739,39,Female,Intermediate,Muscle Gain,Resistance Bands,Plank,280
2740,33,Male,Intermediate,Weight Loss,None,Push-Ups,455
2741,38,Female,Intermediate,Muscle Gain,Resistance Bands,Bicep Curls,296
2742,30,Female,Advanced,General Fitness,None,Plank,131
2743,51,Female,Beginner,Muscle Gain,Barbell,Bicep Curls,397
2744,60,Male,Intermediate,Muscle Gain,Dumbbells,Push-Ups,190
2745,62,Female,Beginner,Weight Loss,None,Bicep Curls,343
2746,24,Male,Beginner,Weight Loss,Barbell,Plank,184
2747,49,Male,Beginner,Muscle Gain,None,Push-Ups,164
2748,30,Female,Intermediate,Muscle Gain,Dumbbells,Push-Ups,179
2749,49,Female,Intermediate,Muscle Gain,None,Deadlifts,241
2750,36,Male,Intermediate,Weight Loss,Resistance Bands,Squats,161
2751,41,Male,Intermediate,General Fitness,None,Push-Ups,173
2752,61,Male,Advanced,Weight Loss,None,Bicep Curls,191
2753,57,Male,Intermediate,Muscle Gain,None,Plank,310
2754,22,Male,Beginner,Weight Loss,Barbell,Squats,431
2755,45,Female,Advanced,General Fitness,Dumbbells,Plank,345
2756,34,Female,Intermediate,General Fitness,Resistance Bands,Squats,434
2757,57,Male,Intermediate,Muscle Gain,Dumbbells,Squats,459
2758,47,Male,Intermediate,Muscle Gain,Barbell,Deadlifts,181
2759,28,Male,Beginner,Weight Loss,Barbell,Squats,286
2760,62,Female,Intermediate,Weight Loss,Resistance Bands,Squats,116
2761,32,Male,Beginner,Weight Loss,Dumbbells,Push-Ups,184
2762,53,Female,Intermediate,Weight Loss,Barbell,Squats,191
2763,27,Male,Intermediate,Weight Loss,None,Squats,243
2764,37,Male,Beginner,Weight Loss,None,Deadlifts,381
2765,47,Female,Intermediate,Weight Loss,None,Bicep Curls,182
2766,52,Male,Intermediate,Muscle Gain,Barbell,Deadlifts,356
2767,52,Female,Advanced,General Fitness,Barbell,Push-Ups,259
2768,49,Female,Advanced,Muscle Gain,Resistance Bands,Squats,463
2769,29,Male,Intermediate,Muscle Gain,Resistance Bands,Plank,181
2770,63,Female,Beginner,Muscle Gain,Barbell,Bicep Curls,327
2771,24,Female,Beginner,General Fitness,Resistance Bands,Deadlifts,362
2772,35,Female,Advanced,General Fitness,Barbell,Push-Ups,416
2773,45,Female,Advanced,General Fitness,Barbell,Bicep Curls,427
2774,62,Female,Advanced,General Fitness,Barbell,Push-Ups,207
2775,28,Male,Beginner,Weight Loss,None,Plank,240
2776,51,Female,Beginner,General Fitness,Dumbbells,Bicep Curls,113
2777,52,Female,Beginner,Muscle Gain,Dumbbells,Push-Ups,164
2778,29,Male,Intermediate,Muscle Gain,Barbell,Deadlifts,375
