Age,Gender,Weight (kg),Height (cm),Activity Level,Goal,Daily Caloric Need
19,Male,105.2,181.9,moderate,weight_loss,3253.25625
49,Female,60.0,189.3,high,maintenance,2409.96875
25,Female,106.9,187.7,high,muscle_gain,3423.21875
39,Male,110.2,185.9,high,maintenance,3629.28125
23,Female,100.1,152.5,low,weight_loss,2013.75
29,Female,113.2,189.1,moderate,maintenance,3112.20625
64,Female,61.7,175.1,high,weight_loss,2153.15625
57,Male,83.4,182.5,low,muscle_gain,2033.55
53,Female,93.4,197.8,moderate,maintenance,2703.5875
32,Female,91.7,190.5,low,maintenance,2143.95
45,Male,110.3,191.3,low,weight_loss,2494.35
62,Male,65.1,159.1,moderate,maintenance,2077.58125
35,Female,62.3,173.8,high,maintenance,2403.1875
19,Female,67.7,197.5,high,weight_loss,2896.90625
30,Female,112.4,179.1,low,maintenance,2318.85
62,Male,115.9,155.1,moderate,weight_loss,2826.2312500000003
32,Female,89.9,186.6,moderate,muscle_gain,2703.5875
37,Male,85.1,152.1,high,maintenance,2837.84375
46,Male,92.4,187.1,low,weight_loss,2242.0499999999997
59,Female,93.1,194.0,high,weight_loss,2953.125
46,Female,61.9,171.3,moderate,maintenance,2012.86875
20,Male,98.0,170.7,moderate,weight_loss,3025.40625
36,Female,81.7,165.2,high,muscle_gain,2639.875
20,Female,86.2,193.8,high,muscle_gain,3171.4375
31,Male,52.1,177.4,moderate,maintenance,2293.6125
57,Female,103.5,179.0,low,muscle_gain,2049.2999999999997
21,Male,108.5,183.1,moderate,maintenance,3300.53125
28,Female,93.4,165.0,low,maintenance,1997.1
48,Male,102.4,171.6,high,weight_loss,3257.625
60,Male,86.6,187.1,high,weight_loss,3045.65625
49,Female,93.3,199.3,low,weight_loss,2127.15
44,Male,77.6,151.7,moderate,weight_loss,2339.14375
47,Male,105.4,152.1,moderate,maintenance,2750.6687500000003
60,Female,82.8,171.4,low,weight_loss,1725.8999999999999
19,Female,97.6,183.0,low,weight_loss,2236.5
26,Female,93.5,169.3,low,muscle_gain,2042.55
45,Male,99.2,200.0,low,maintenance,2426.4
48,Male,105.0,159.8,moderate,muscle_gain,2811.3125
51,Male,85.9,150.4,high,muscle_gain,2710.75
32,Female,106.9,159.5,moderate,muscle_gain,2704.55625
42,Male,84.8,194.3,low,weight_loss,2228.85
53,Male,117.0,157.3,moderate,maintenance,2934.34375
25,Female,102.7,173.9,low,muscle_gain,2193.45
26,Male,62.0,171.0,low,muscle_gain,1876.5
54,Female,108.1,183.3,low,maintenance,2154.75
62,Female,88.6,152.7,low,weight_loss,1643.25
56,Female,118.9,182.9,moderate,muscle_gain,2931.24375
49,Male,100.3,167.7,low,maintenance,2173.35
34,Male,55.9,196.3,moderate,weight_loss,2512.3562500000003
52,Male,77.6,192.4,moderate,weight_loss,2671.425
54,Female,86.2,170.0,high,weight_loss,2613.625
36,Female,108.7,199.6,moderate,weight_loss,3089.925
61,Female,101.1,152.6,high,weight_loss,2622.8125
46,Male,75.9,189.4,high,maintenance,3006.0625
24,Male,95.7,171.7,high,weight_loss,3351.46875
45,Male,90.4,171.7,moderate,muscle_gain,2723.5437500000003
26,Male,58.8,158.5,high,maintenance,2543.84375
45,Male,66.4,175.7,low,muscle_gain,1850.55
23,Female,73.9,154.2,moderate,muscle_gain,2211.4625
46,Male,63.7,180.8,low,weight_loss,1850.3999999999999
34,Female,60.5,162.1,moderate,weight_loss,1995.04375
33,Female,54.1,186.2,high,maintenance,2412.8125
40,Male,111.1,180.4,high,maintenance,3576.125
48,Female,70.2,187.3,moderate,muscle_gain,2281.01875
20,Male,70.3,187.5,high,weight_loss,3114.78125
38,Male,64.4,159.8,low,weight_loss,1749.3
43,Female,83.3,150.0,low,muscle_gain,1673.3999999999999
53,Male,86.0,168.3,high,weight_loss,2890.78125
59,Male,64.6,196.0,moderate,maintenance,2450.55
54,Female,92.6,178.9,moderate,muscle_gain,2500.34375
39,Female,100.6,186.4,low,weight_loss,2178.0
59,Female,76.2,194.0,high,muscle_gain,2657.375
29,Female,91.0,195.3,high,weight_loss,3193.09375
59,Female,85.2,176.5,low,weight_loss,1798.95
30,Female,63.7,177.0,moderate,weight_loss,2219.9875
28,Male,101.1,192.5,high,maintenance,3638.46875
33,Male,106.1,190.4,moderate,muscle_gain,3241.05
25,Male,95.4,184.9,moderate,maintenance,3083.9187500000003
57,Female,72.7,180.2,low,maintenance,1688.7
57,Male,114.9,180.9,moderate,muscle_gain,3099.4187500000003
62,Female,81.9,168.1,low,muscle_gain,1678.35
19,Male,68.6,192.0,high,weight_loss,3143.0
47,Female,78.6,180.9,moderate,weight_loss,2356.96875
47,Male,98.4,161.2,low,muscle_gain,2113.7999999999997
29,Female,109.2,162.0,low,weight_loss,2158.2
27,Female,75.0,193.1,moderate,weight_loss,2574.3562500000003
61,Female,66.3,181.3,low,muscle_gain,1596.1499999999999
28,Female,93.9,169.9,high,maintenance,2974.78125
32,Male,114.5,159.4,moderate,muscle_gain,3078.6875
33,Male,62.8,180.5,high,muscle_gain,2793.21875
34,Female,106.2,159.2,low,maintenance,2071.2
43,Female,83.4,173.5,high,weight_loss,2699.15625
19,Female,106.0,183.9,low,maintenance,2344.0499999999997
29,Male,85.4,178.3,low,maintenance,2194.0499999999997
43,Female,76.4,196.1,high,muscle_gain,2823.84375
40,Female,98.8,152.0,moderate,weight_loss,2444.35
35,Male,113.0,164.0,moderate,weight_loss,3076.75
49,Female,72.4,152.9,moderate,maintenance,1974.11875
55,Female,82.3,159.7,high,muscle_gain,2423.96875
64,Male,66.1,156.2,high,maintenance,2313.9375
20,Female,62.8,186.6,high,weight_loss,2683.1875
55,Female,104.5,168.5,high,weight_loss,2908.71875
20,Male,64.0,196.3,moderate,muscle_gain,2746.40625
47,Female,105.5,151.2,moderate,muscle_gain,2486.2000000000003
18,Male,80.0,182.6,low,maintenance,2227.5
47,Female,119.7,198.5,high,muscle_gain,3572.84375
62,Female,63.8,158.8,moderate,maintenance,1797.2250000000001
49,Female,56.5,172.1,moderate,muscle_gain,1913.66875
45,Female,55.3,185.1,moderate,maintenance,2052.00625
38,Female,108.5,181.7,moderate,weight_loss,2897.9187500000003
63,Male,80.6,178.3,moderate,weight_loss,2496.08125
30,Female,50.2,166.3,moderate,weight_loss,1907.08125
44,Female,111.2,186.4,high,weight_loss,3318.0
53,Male,111.4,182.7,low,weight_loss,2395.0499999999997
24,Male,106.4,158.1,low,weight_loss,2324.5499999999997
39,Female,67.4,198.2,high,muscle_gain,2724.3125
27,Male,76.1,177.8,moderate,muscle_gain,2700.4875
56,Female,102.1,176.3,high,muscle_gain,2943.28125
32,Male,84.3,192.4,moderate,maintenance,2930.275
32,Male,60.8,182.0,moderate,muscle_gain,2465.275
21,Female,67.0,153.7,moderate,muscle_gain,2115.1687500000003
49,Male,118.1,175.3,moderate,maintenance,3156.76875
40,Female,60.6,189.0,moderate,maintenance,2210.6875
23,Male,100.8,185.0,high,weight_loss,3594.9375
41,Male,83.5,198.5,high,muscle_gain,3282.34375
37,Male,102.4,151.2,low,muscle_gain,2146.7999999999997
54,Female,96.3,163.1,moderate,maintenance,2404.63125
37,Female,80.7,177.5,high,weight_loss,2748.15625
29,Male,74.8,181.0,high,muscle_gain,3043.6875
50,Female,102.8,163.7,moderate,maintenance,2542.19375
45,Female,72.6,191.3,moderate,maintenance,2380.21875
25,Female,105.1,158.2,high,muscle_gain,3069.0625
18,Male,97.6,150.0,moderate,maintenance,2834.175
54,Female,90.4,197.6,high,maintenance,2989.0
39,Male,75.8,169.6,low,muscle_gain,1953.6
23,Male,64.4,197.9,moderate,weight_loss,2744.8562500000003
38,Male,99.7,163.9,low,muscle_gain,2203.65
49,Male,56.4,153.2,low,weight_loss,1537.8
52,Male,117.9,188.6,low,maintenance,2523.2999999999997
32,Female,118.5,191.8,moderate,muscle_gain,3197.2625000000003
22,Female,59.1,174.6,low,muscle_gain,1693.5
63,Male,57.3,153.7,high,weight_loss,2141.34375
23,Female,78.9,182.7,high,maintenance,2896.03125
42,Female,117.5,159.1,moderate,muscle_gain,2787.4812500000003
63,Female,78.0,192.5,moderate,muscle_gain,2336.0437500000003
57,Female,75.5,163.7,low,maintenance,1598.55
46,Female,99.3,192.4,moderate,weight_loss,2796.975
24,Female,62.5,171.3,high,muscle_gain,2475.59375
57,Female,75.4,179.8,high,maintenance,2505.5625
30,Male,70.4,189.5,high,muscle_gain,3050.90625
55,Male,92.1,152.0,moderate,muscle_gain,2481.55
35,Male,61.4,191.1,high,muscle_gain,2867.15625
19,Female,88.4,156.9,moderate,weight_loss,2493.36875
25,Female,110.0,167.9,low,maintenance,2236.0499999999997
28,Male,86.0,173.6,high,muscle_gain,3167.5
50,Female,97.8,194.8,low,muscle_gain,2141.4
55,Female,55.3,151.1,high,muscle_gain,1857.40625
44,Male,81.4,178.0,high,weight_loss,2995.125
37,Male,56.6,182.1,high,muscle_gain,2667.21875
29,Male,92.0,165.8,low,maintenance,2179.5
60,Female,69.7,164.5,high,weight_loss,2212.21875
48,Female,70.1,174.5,low,maintenance,1668.75
44,Female,55.4,159.4,moderate,muscle_gain,1812.3375
49,Male,71.7,173.4,high,muscle_gain,2731.3125
27,Male,85.5,188.3,high,weight_loss,3328.28125
20,Female,90.9,192.3,low,muscle_gain,2219.85
62,Male,54.7,169.3,high,maintenance,2275.21875
44,Male,95.6,180.9,moderate,maintenance,2901.01875
52,Female,84.2,150.0,high,maintenance,2377.375
48,Male,87.6,177.5,moderate,muscle_gain,2713.08125
32,Male,108.3,198.8,moderate,muscle_gain,3364.275
33,Male,74.0,165.6,high,weight_loss,2826.25
30,Female,62.2,179.7,high,weight_loss,2509.71875
52,Female,88.6,188.1,moderate,maintenance,2542.96875
28,Male,116.2,180.4,moderate,maintenance,3339.475
38,Female,86.3,170.9,moderate,weight_loss,2449.19375
28,Female,108.2,157.6,high,weight_loss,3090.5
47,Female,103.0,173.2,low,maintenance,2059.7999999999997
52,Male,86.3,164.7,high,weight_loss,2865.40625
39,Female,95.3,184.8,low,muscle_gain,2102.4
55,Male,78.5,172.1,low,muscle_gain,1908.75
48,Male,87.1,192.5,high,weight_loss,3218.46875
31,Female,85.5,159.7,low,weight_loss,1844.55
41,Male,99.6,170.9,moderate,muscle_gain,2889.39375
49,Female,78.7,177.9,high,muscle_gain,2612.53125
53,Female,57.0,156.3,low,maintenance,1345.05
49,Male,105.2,179.4,moderate,weight_loss,2996.5375
32,Male,97.9,164.5,low,muscle_gain,2222.5499999999997
60,Female,116.5,161.5,low,weight_loss,2056.0499999999997
52,Female,80.0,157.1,moderate,muscle_gain,2109.3562500000003
20,Female,55.5,167.5,moderate,muscle_gain,2078.3562500000003
33,Female,58.5,196.4,high,weight_loss,2601.375
22,Male,104.1,151.6,low,maintenance,2260.2
38,Male,54.7,192.6,high,muscle_gain,2740.0625
27,Male,113.5,169.9,high,weight_loss,3617.03125
36,Female,69.7,178.1,low,muscle_gain,1762.95
42,Male,112.9,175.6,low,weight_loss,2425.7999999999997
21,Male,104.1,196.3,high,weight_loss,3793.78125
46,Male,111.0,188.5,moderate,muscle_gain,3197.84375
36,Male,65.0,199.2,high,maintenance,3010.0
60,Female,91.7,189.7,low,muscle_gain,1969.9499999999998
19,Male,56.6,164.8,moderate,muscle_gain,2334.3
27,Male,64.2,198.1,high,maintenance,3062.71875
60,Male,71.7,199.2,low,maintenance,2000.3999999999999
42,Male,101.9,156.2,moderate,weight_loss,2774.8875000000003
37,Female,51.7,195.1,moderate,weight_loss,2155.08125
36,Female,113.2,183.2,moderate,maintenance,3000.8
40,Male,55.0,196.1,low,maintenance,1896.75
41,Female,76.4,195.8,high,muscle_gain,2838.0625
28,Female,55.7,194.6,low,maintenance,1766.7
63,Female,103.8,194.3,low,muscle_gain,2131.65
51,Female,59.9,155.9,moderate,muscle_gain,1793.93125
45,Male,111.9,157.2,high,muscle_gain,3292.625
22,Female,87.1,155.9,moderate,maintenance,2440.28125
22,Female,116.4,154.6,low,maintenance,2231.1
38,Male,70.3,167.7,moderate,muscle_gain,2427.49375
29,Male,81.8,184.2,low,maintenance,2195.1
21,Male,98.6,167.7,low,weight_loss,2320.95
59,Male,108.2,186.0,low,weight_loss,2345.4
37,Female,79.5,191.0,moderate,muscle_gain,2546.2625000000003
55,Male,112.5,183.3,high,maintenance,3501.09375
42,Female,58.3,173.3,moderate,weight_loss,2007.4437500000001
31,Female,99.6,164.8,low,muscle_gain,2052.0
28,Male,74.4,156.2,moderate,weight_loss,2457.1375000000003
49,Male,57.1,174.7,low,muscle_gain,1707.45
28,Female,77.1,186.0,high,muscle_gain,2856.875
35,Female,111.6,177.4,high,muscle_gain,3305.3125
44,Male,118.6,186.1,low,weight_loss,2560.95
35,Male,77.5,166.8,high,muscle_gain,2883.125
40,Male,112.0,153.3,low,muscle_gain,2259.75
28,Female,85.7,188.6,moderate,weight_loss,2688.8625
38,Female,100.2,161.0,moderate,muscle_gain,2568.7375
61,Male,53.2,180.8,high,weight_loss,2383.5
22,Female,89.0,190.2,high,muscle_gain,3163.5625
40,Male,54.9,157.0,low,maintenance,1602.3
58,Female,68.8,179.9,high,maintenance,2382.40625
42,Female,89.7,184.5,high,weight_loss,2938.46875
58,Male,106.5,187.3,high,muscle_gain,3413.59375
27,Male,89.3,157.4,low,weight_loss,2096.1
39,Male,115.5,191.3,moderate,muscle_gain,3348.96875
36,Female,106.7,154.7,low,weight_loss,2031.4499999999998
18,Female,60.9,176.0,low,maintenance,1749.6
24,Male,77.2,172.2,high,weight_loss,3033.1875
21,Female,96.8,161.1,moderate,maintenance,2648.75625
18,Male,115.7,165.1,low,maintenance,2524.65
32,Female,119.1,158.2,high,maintenance,3252.8125
57,Male,103.4,171.3,low,weight_loss,2189.5499999999997
29,Female,90.2,151.8,high,weight_loss,2703.3125
39,Female,103.0,194.4,moderate,maintenance,2927.9500000000003
39,Female,69.1,158.2,moderate,weight_loss,2051.8125
64,Female,69.9,194.3,high,muscle_gain,2506.65625
34,Male,95.8,193.2,low,maintenance,2400.6
46,Female,111.0,172.6,low,muscle_gain,2157.2999999999997
63,Male,117.9,174.9,moderate,maintenance,3041.2937500000003
31,Male,73.9,165.1,low,muscle_gain,1945.05
37,Male,105.8,199.8,high,maintenance,3721.8125
50,Male,109.6,183.5,high,maintenance,3496.28125
60,Female,93.6,197.6,high,maintenance,2992.5
32,Male,74.3,170.7,moderate,weight_loss,2565.05625
29,Female,93.3,194.2,moderate,muscle_gain,2853.1625
57,Female,90.9,172.4,moderate,maintenance,2387.775
37,Female,92.5,193.3,high,weight_loss,3127.46875
47,Female,93.3,156.5,moderate,maintenance,2348.44375
55,Male,109.3,181.8,high,muscle_gain,3428.6875
20,Female,61.9,183.9,low,maintenance,1808.85
45,Male,75.7,182.8,moderate,weight_loss,2603.225
43,Female,91.0,172.4,low,maintenance,1933.8
47,Female,69.8,184.2,low,maintenance,1743.8999999999999
30,Male,118.5,162.0,moderate,maintenance,3181.375
30,Female,68.4,179.8,moderate,maintenance,2319.9625
19,Female,82.9,177.7,low,weight_loss,2020.35
54,Female,111.4,165.9,low,maintenance,2063.85
55,Female,55.6,188.9,low,muscle_gain,1560.75
19,Female,107.4,154.0,high,muscle_gain,3115.875
53,Male,90.0,158.6,low,maintenance,1957.5
43,Female,52.2,173.6,high,weight_loss,2154.25
28,Female,113.2,194.6,moderate,muscle_gain,3173.2375
25,Male,52.7,178.8,low,maintenance,1829.3999999999999
61,Female,86.1,192.1,moderate,maintenance,2473.21875
57,Male,53.4,175.9,low,weight_loss,1624.05
60,Female,55.0,189.3,moderate,maintenance,1971.79375
39,Female,112.1,166.3,low,weight_loss,2165.25
37,Male,103.6,190.8,high,muscle_gain,3584.875
25,Female,63.8,170.1,moderate,maintenance,2193.44375
46,Female,93.4,177.9,moderate,weight_loss,2565.05625
57,Male,105.6,158.8,low,maintenance,2122.2
43,Male,112.3,196.0,high,maintenance,3741.5
47,Female,82.8,185.1,high,muscle_gain,2780.53125
34,Male,112.8,192.9,high,maintenance,3795.09375
37,Female,85.5,160.4,low,weight_loss,1813.8
33,Male,98.2,153.4,moderate,weight_loss,2760.1625
63,Female,118.5,166.9,low,weight_loss,2102.5499999999997
60,Male,66.5,175.8,high,maintenance,2570.3125
24,Male,61.8,190.1,high,maintenance,2959.46875
33,Male,73.9,169.9,moderate,muscle_gain,2543.3562500000003
62,Male,61.5,163.5,low,maintenance,1598.25
64,Male,69.9,168.6,low,weight_loss,1725.3
44,Male,102.0,185.2,high,weight_loss,3434.375
40,Male,83.4,166.8,moderate,muscle_gain,2606.3250000000003
41,Male,76.3,199.0,moderate,weight_loss,2800.4625
26,Male,75.8,158.7,high,weight_loss,2843.53125
52,Female,63.6,187.7,low,weight_loss,1665.75
37,Male,81.3,179.5,low,muscle_gain,2105.85
54,Female,93.7,161.7,moderate,muscle_gain,2350.76875
59,Male,59.7,187.7,moderate,weight_loss,2294.19375
34,Female,118.1,172.4,high,weight_loss,3373.125
64,Female,81.0,184.1,moderate,maintenance,2293.4187500000003
48,Male,116.4,183.1,low,maintenance,2488.0499999999997
25,Male,59.4,155.5,low,weight_loss,1735.05
32,Female,103.7,192.0,moderate,maintenance,2969.8
48,Female,93.2,184.1,high,weight_loss,2942.84375
47,Male,107.4,189.0,low,weight_loss,2430.2999999999997
63,Male,92.0,172.4,low,maintenance,2025.0
37,Male,117.4,159.8,high,muscle_gain,3487.3125
56,Female,93.9,166.3,moderate,muscle_gain,2382.93125
29,Male,104.9,195.1,low,muscle_gain,2554.0499999999997
34,Male,111.4,196.9,low,weight_loss,2615.5499999999997
59,Male,100.0,174.1,high,weight_loss,3146.71875
47,Male,86.7,164.9,moderate,muscle_gain,2584.81875
46,Male,69.1,186.5,high,muscle_gain,2855.34375
36,Female,109.8,188.3,high,muscle_gain,3384.28125
63,Female,83.6,190.8,moderate,weight_loss,2406.375
28,Male,93.4,151.6,low,weight_loss,2095.7999999999997
51,Male,55.5,150.5,high,maintenance,2179.84375
24,Female,84.8,167.9,low,maintenance,1939.6499999999999
61,Male,98.9,157.6,low,maintenance,2008.8
51,Female,90.9,190.2,low,muscle_gain,2018.1
37,Male,81.4,176.6,low,weight_loss,2085.2999999999997
55,Female,65.6,191.3,high,maintenance,2477.34375
41,Female,71.7,158.8,moderate,maintenance,2082.425
27,Male,99.0,181.4,low,maintenance,2392.5
49,Female,65.7,179.0,low,maintenance,1643.7
32,Male,93.5,167.0,low,muscle_gain,2188.5
54,Female,91.3,175.9,moderate,weight_loss,2451.13125
37,Male,117.9,179.5,low,weight_loss,2545.0499999999997
20,Male,54.3,194.5,moderate,weight_loss,2578.61875
54,Male,57.6,152.8,high,maintenance,2215.5
57,Female,85.4,191.2,moderate,muscle_gain,2484.65
25,Male,86.9,199.0,low,muscle_gain,2391.2999999999997
57,Male,52.8,186.6,high,muscle_gain,2474.9375
61,Male,107.8,186.9,moderate,weight_loss,3016.49375
40,Female,84.6,160.9,low,weight_loss,1788.75
57,Male,74.3,176.2,high,muscle_gain,2737.4375
28,Female,72.3,185.3,high,maintenance,2765.21875
63,Female,110.3,180.1,moderate,weight_loss,2716.56875
25,Female,63.8,169.3,low,weight_loss,1692.1499999999999
46,Male,61.2,197.0,moderate,maintenance,2508.2875
47,Male,64.9,175.7,high,maintenance,2654.96875
27,Female,93.8,198.5,high,weight_loss,3294.59375
56,Male,106.8,178.2,low,maintenance,2288.1
45,Male,73.2,189.7,high,maintenance,2970.84375
53,Female,62.1,187.1,low,maintenance,1637.25
30,Female,64.6,183.0,moderate,maintenance,2292.0625
49,Male,93.3,150.7,high,maintenance,2861.03125
53,Female,67.2,153.9,high,muscle_gain,2113.78125
54,Male,111.4,179.1,low,weight_loss,2362.0499999999997
43,Female,57.3,195.6,low,muscle_gain,1703.3999999999999
39,Male,52.3,180.1,moderate,muscle_gain,2260.86875
21,Male,56.2,161.8,low,muscle_gain,1767.8999999999999
48,Female,109.2,166.0,high,weight_loss,3024.875
35,Male,95.6,181.2,moderate,weight_loss,2973.675
55,Male,117.0,179.9,moderate,weight_loss,3137.78125
41,Female,73.5,197.8,moderate,muscle_gain,2488.1375000000003
40,Male,64.9,176.5,low,weight_loss,1868.55
39,Male,89.3,167.8,low,muscle_gain,2102.1
19,Male,87.6,176.2,high,maintenance,3302.6875
48,Female,91.4,189.3,moderate,weight_loss,2628.99375
28,Female,74.3,177.0,moderate,maintenance,2399.7875
45,Female,50.4,166.3,moderate,muscle_gain,1793.93125
63,Female,52.5,166.9,high,weight_loss,1911.21875
49,Female,96.5,187.8,low,weight_loss,2079.2999999999997
22,Male,86.6,153.3,moderate,maintenance,2664.64375
55,Male,107.5,163.7,low,muscle_gain,2193.75
27,Male,71.0,157.7,low,muscle_gain,1878.75
57,Female,107.1,197.2,low,weight_loss,2229.0
63,Male,79.8,154.5,low,weight_loss,1744.35
41,Female,56.8,187.9,low,weight_loss,1651.6499999999999
52,Male,118.5,181.5,high,weight_loss,3612.65625
61,Female,85.8,181.6,low,weight_loss,1832.3999999999999
40,Male,94.1,188.2,moderate,muscle_gain,2979.4875
34,Male,97.0,170.0,moderate,weight_loss,2894.625
18,Female,75.4,170.0,moderate,maintenance,2426.525
48,Male,102.3,164.4,high,weight_loss,3177.125
48,Male,110.9,179.9,low,weight_loss,2398.0499999999997
59,Female,77.1,196.5,moderate,muscle_gain,2391.84375
59,Male,96.0,196.2,moderate,muscle_gain,2939.1875
51,Male,103.0,185.1,moderate,muscle_gain,3002.15625
26,Female,63.3,195.3,low,maintenance,1875.1499999999999
39,Female,73.3,198.2,moderate,muscle_gain,2504.4125
30,Female,57.6,189.8,low,weight_loss,1741.5
42,Female,92.2,170.4,moderate,muscle_gain,2504.8
35,Female,106.1,174.2,moderate,maintenance,2811.3125
29,Male,92.8,196.6,low,weight_loss,2420.1
57,Female,62.6,183.5,moderate,weight_loss,2056.65625
34,Female,88.2,191.0,high,maintenance,3053.3125
32,Male,108.4,155.8,low,muscle_gain,2283.2999999999997
59,Male,71.2,159.7,moderate,muscle_gain,2201.19375
32,Male,108.3,167.2,high,muscle_gain,3452.75
32,Male,104.9,159.4,high,muscle_gain,3307.9375
56,Male,51.5,195.3,low,maintenance,1752.75
30,Female,66.8,160.8,moderate,maintenance,2111.1
34,Male,88.0,177.9,low,muscle_gain,2192.25
49,Female,100.2,154.3,high,maintenance,2730.65625
26,Male,111.6,157.7,high,weight_loss,3459.09375
57,Female,94.9,162.4,low,muscle_gain,1821.6
37,Male,76.6,199.1,low,weight_loss,2196.45
43,Female,62.9,189.9,moderate,weight_loss,2231.80625
44,Female,103.2,183.7,high,weight_loss,3148.46875
38,Female,64.5,195.8,low,muscle_gain,1821.3
35,Female,98.7,197.8,high,muscle_gain,3302.6875
30,Female,62.7,172.7,low,muscle_gain,1674.45
33,Female,56.4,166.4,moderate,maintenance,1980.9
26,Female,67.6,165.8,high,muscle_gain,2487.1875
29,Female,69.9,151.8,moderate,weight_loss,2079.7125
61,Female,95.3,164.0,moderate,muscle_gain,2343.6
55,Female,61.3,167.8,high,maintenance,2145.0625
36,Male,115.1,151.8,low,muscle_gain,2309.7
24,Female,88.8,194.1,moderate,maintenance,2821.19375
52,Female,84.4,192.4,moderate,weight_loss,2519.525
35,Male,80.4,162.6,high,weight_loss,2887.9375
33,Female,89.7,190.1,high,weight_loss,3078.46875
56,Female,51.6,189.8,high,weight_loss,2207.1875
21,Male,119.3,166.8,moderate,weight_loss,3310.025
42,Male,89.0,184.9,low,weight_loss,2208.75
49,Female,52.5,164.5,low,maintenance,1376.55
57,Male,91.3,153.5,high,weight_loss,2786.65625
30,Female,80.6,175.2,moderate,muscle_gain,2464.5
62,Female,51.7,171.9,moderate,maintenance,1736.58125
34,Female,114.7,156.9,moderate,maintenance,2784.76875
54,Male,50.7,174.5,high,muscle_gain,2332.09375
23,Female,90.5,197.5,moderate,muscle_gain,2888.2312500000003
36,Female,117.3,186.6,moderate,muscle_gain,3097.2875
30,Male,66.6,186.9,low,muscle_gain,2026.9499999999998
43,Female,67.8,187.9,high,muscle_gain,2583.65625
31,Female,50.0,187.2,high,weight_loss,2369.5
48,Female,54.6,151.0,high,maintenance,1905.3125
21,Female,53.1,196.2,moderate,muscle_gain,2311.4375
56,Female,107.6,191.5,moderate,muscle_gain,2839.40625
25,Female,108.6,163.7,low,maintenance,2187.75
42,Male,100.9,177.6,high,maintenance,3349.5
30,Female,74.7,180.8,moderate,weight_loss,2427.3
49,Female,107.5,156.6,low,maintenance,1977.3
55,Male,87.8,162.7,moderate,muscle_gain,2518.55625
55,Female,71.3,151.2,moderate,maintenance,1894.1000000000001
45,Female,80.6,193.2,high,muscle_gain,2848.125
47,Male,54.6,151.2,high,maintenance,2206.75
20,Male,116.1,165.9,moderate,maintenance,3259.45625
45,Male,93.3,153.9,moderate,weight_loss,2596.05625
20,Male,101.2,189.1,moderate,muscle_gain,3253.25625
62,Male,97.4,196.2,moderate,weight_loss,2937.6375000000003
51,Male,96.7,178.1,moderate,weight_loss,2836.69375
33,Male,51.2,157.0,high,muscle_gain,2333.1875
39,Female,86.8,177.9,high,maintenance,2841.78125
49,Female,107.5,188.5,moderate,weight_loss,2863.0437500000003
55,Female,53.1,185.9,moderate,maintenance,1948.15625
25,Male,116.9,187.1,high,maintenance,3882.15625
25,Female,79.7,164.0,moderate,weight_loss,2380.8
23,Male,70.3,153.7,high,weight_loss,2718.84375
31,Female,87.2,157.4,high,weight_loss,2694.5625
49,Female,106.1,197.8,high,maintenance,3309.6875
52,Female,83.2,180.7,high,muscle_gain,2695.65625
27,Female,95.2,186.4,low,muscle_gain,2185.2
20,Male,85.0,195.0,moderate,weight_loss,3059.3125
29,Male,94.2,192.6,moderate,maintenance,3108.9125
48,Female,59.7,160.9,moderate,weight_loss,1862.51875
46,Male,52.7,152.9,high,maintenance,2200.84375
22,Male,59.6,196.3,high,muscle_gain,3006.28125
42,Female,70.0,199.1,high,muscle_gain,2753.40625
58,Male,67.7,178.4,moderate,weight_loss,2335.85
48,Male,93.1,194.4,high,weight_loss,3344.25
38,Male,81.9,161.6,low,muscle_gain,1972.8
37,Male,52.7,155.6,moderate,maintenance,2045.2250000000001
56,Female,52.4,175.0,low,muscle_gain,1412.1
39,Female,56.3,190.6,low,maintenance,1677.8999999999999
21,Male,74.7,182.7,moderate,weight_loss,2772.75625
30,Female,50.4,181.9,low,muscle_gain,1595.85
62,Female,84.6,150.9,low,weight_loss,1581.75
59,Female,75.2,165.9,high,muscle_gain,2332.53125
37,Male,88.9,197.0,low,weight_loss,2328.2999999999997
30,Male,100.5,156.7,high,muscle_gain,3218.90625
34,Female,67.6,186.3,low,muscle_gain,1811.25
53,Female,61.0,188.0,moderate,weight_loss,2106.4500000000003
50,Male,69.5,186.6,moderate,muscle_gain,2505.1875
18,Female,50.1,199.5,moderate,muscle_gain,2320.15625
32,Male,58.4,170.5,moderate,muscle_gain,2316.6687500000003
30,Female,102.6,184.1,high,muscle_gain,3264.84375
34,Male,65.6,159.7,low,weight_loss,1786.95
41,Male,119.6,170.0,low,weight_loss,2470.2
25,Male,61.7,174.6,moderate,muscle_gain,2461.7875
44,Male,105.2,160.7,high,muscle_gain,3222.40625
62,Female,99.4,195.3,high,weight_loss,3051.34375
40,Male,72.5,185.8,moderate,muscle_gain,2621.4375
63,Female,73.2,164.2,low,maintenance,1538.7
25,Male,89.4,156.7,moderate,weight_loss,2717.7312500000003
25,Male,109.7,164.4,low,muscle_gain,2405.4
43,Female,77.0,181.1,moderate,maintenance,2365.1062500000003
64,Female,54.3,191.3,low,muscle_gain,1509.1499999999999
30,Female,76.2,175.2,high,muscle_gain,2705.5
56,Male,64.5,155.1,moderate,muscle_gain,2076.03125
54,Male,115.7,162.5,low,maintenance,2289.15
